,actor1,actor2,actor3,age,budget,city,country,daytype,decision,director,dominantEmo,endEmo,genre1,genre2,genre3,interaction,itemID,location,mood,movieCountry,movieLanguage,movieYear,physical,rating,season,sex,social,time,userID,weather
398,1619.0,1081.0,1931.0,27.0,6000000.0,20.0,2.0,2.0,1.0,696.0,3.0,3.0,1.0,21.0,13.675134658813477,1.0,3521.0,1.0,1.0,36.0,9.0,2009.0,1.0,2,3.0,1.0,1.0,1.0,25.0,1.0
399,925.0,559.0,1178.0,26.0,140000000.0,10.0,3.0,2.0,1.0,94.0,2.0,7.0,3.0,7.0,11.0,1.0,3508.0,1.0,1.0,37.0,9.0,2004.0,1.0,4,3.0,2.0,2.0,3.0,33.0,5.0
400,1833.0,154.0,1738.0,28.0,104945296.0,20.0,2.0,2.0,1.0,65.0,2.0,2.0,9.0,7.0,12.71237850189209,1.0,38.0,1.0,1.0,36.0,9.0,2010.0,1.0,4,3.0,2.0,3.0,3.0,91.0,5.0
401,251.0,1306.0,72.0,30.0,24000000.0,10.0,3.0,1.0,2.0,408.0,2.0,2.0,3.0,7.0,8.0,2.0,3522.0,1.0,2.0,37.0,9.0,2000.0,1.0,4,3.0,1.0,1.0,3.0,35.0,2.0
402,1906.0,1215.0,1476.0,20.0,264749840.0,12.0,4.0,3.0,2.0,345.0,2.0,2.0,1.0,7.0,18.0,1.0,3526.0,1.0,1.0,37.0,9.0,1984.0,1.0,5,2.0,1.0,3.0,2.0,93.0,1.0
403,765.0,537.0,1913.0,28.0,153420592.0,20.0,2.0,1.0,1.0,140.0,7.0,2.0,11.0,4.0,16.0,2.0,2021.0,1.0,2.0,37.0,9.0,1950.0,1.0,4,3.0,2.0,1.0,2.0,55.0,4.0
404,340.0,214.0,215.0,15.0,10000000.0,8.0,3.0,2.0,1.0,366.0,7.0,7.0,14.0,17.0,21.0,1.0,3523.0,2.0,1.0,37.0,9.0,2010.0,1.0,3,3.0,1.0,3.0,3.0,96.0,2.0
405,1866.0,1637.0,646.0,15.0,280136032.0,8.0,3.0,1.0,1.0,669.0,2.0,2.0,7.0,10.0,14.453958511352539,2.0,2628.0,1.0,1.0,37.0,9.0,1994.0,1.0,5,3.0,1.0,7.0,3.0,96.0,2.0
406,1017.7736206054688,323.5345153808594,447.9181823730469,25.0,194816544.0,10.0,3.0,1.0,1.0,510.0,1.0,7.0,9.0,12.247878074645996,11.829305648803711,1.0,3524.0,2.0,2.0,3.0,9.0,1999.0,1.0,3,3.0,1.0,6.0,2.0,27.0,5.0
407,914.0,89.0,1040.0,15.0,50000000.0,8.0,3.0,2.0,1.0,165.0,7.0,4.0,6.0,10.0,13.0,1.0,3510.0,2.0,1.0,37.0,9.0,2010.0,2.0,5,3.0,1.0,3.0,4.0,96.0,1.0
408,1859.0,400.0,1704.0,15.0,10800000.0,8.0,3.0,3.0,1.0,167.0,6.0,7.0,8.0,14.0,21.0,1.0,243.0,2.0,1.0,7.0,9.0,2008.0,1.0,2,2.0,1.0,3.0,3.0,96.0,5.0
409,1891.0,1300.0,1285.0,15.0,21000000.0,8.0,3.0,1.0,1.0,787.0,2.0,2.0,4.0,7.0,16.0,2.0,3525.0,1.0,1.0,37.0,9.0,1999.0,2.0,5,1.0,1.0,1.0,3.0,96.0,3.0
410,1906.0,1215.0,1476.0,15.0,285061792.0,8.0,3.0,3.0,1.0,345.0,2.0,2.0,1.0,7.0,18.0,2.0,3526.0,3.0,1.0,37.0,9.0,1984.0,1.0,5,1.0,1.0,3.0,2.0,96.0,1.0
411,20.0,1697.0,469.0,15.0,30000000.0,8.0,3.0,2.0,1.0,792.0,4.0,7.0,10.0,19.0,21.0,1.0,61.0,2.0,2.0,7.0,9.0,2009.0,1.0,3,2.0,1.0,3.0,4.0,96.0,2.0
412,1947.0,1119.0,1640.0,15.0,54000000.0,8.0,3.0,2.0,2.0,279.0,7.0,2.0,1.0,3.0,12.0,1.0,191.0,1.0,1.0,37.0,9.0,2002.0,1.0,5,4.0,1.0,1.0,3.0,96.0,4.0
413,1947.0,917.0,1667.0,15.0,65000000.0,8.0,3.0,1.0,1.0,176.0,2.0,7.0,1.0,3.0,12.0,1.0,192.0,1.0,1.0,37.0,9.0,2004.0,1.0,5,4.0,1.0,1.0,2.0,96.0,4.0
414,951.0,328.0,72.0,15.0,200000000.0,8.0,3.0,1.0,1.0,680.0,1.0,7.0,1.0,3.0,10.0,2.0,3527.0,1.0,2.0,37.0,9.0,2009.0,1.0,4,3.0,1.0,1.0,4.0,96.0,5.0
415,1169.0,169.0,1265.0,15.0,80000000.0,8.0,3.0,2.0,1.0,490.0,7.0,4.0,10.0,17.0,21.0,2.0,138.0,3.0,1.0,37.0,9.0,2010.0,1.0,5,3.0,1.0,3.0,3.0,96.0,2.0
416,1161.0,286.0,434.0,15.0,1000000.0,8.0,3.0,3.0,2.0,314.0,6.0,1.0,8.0,14.0,17.0,1.0,3528.0,1.0,3.0,2.0,9.0,2004.0,2.0,3,2.0,1.0,1.0,3.0,96.0,1.0
417,1626.0,902.0,814.0,15.0,74421760.0,8.0,3.0,3.0,1.0,410.7841796875,2.0,2.0,3.0,4.0,11.0,2.0,2592.0,1.0,1.0,37.0,9.0,1994.0,1.0,5,1.0,1.0,1.0,2.0,96.0,1.0
418,1803.0,251.0,1376.0,15.0,82000000.0,8.0,3.0,2.0,1.0,750.0,7.0,7.0,1.0,3.0,21.0,1.0,18.0,2.0,1.0,37.0,9.0,2010.0,1.0,4,2.0,1.0,3.0,3.0,96.0,5.0
419,1073.0,1560.0,1740.0,15.0,100000000.0,8.0,3.0,3.0,1.0,225.0,4.0,2.0,10.0,12.0,14.0,2.0,3529.0,1.0,1.0,37.0,9.0,2005.0,1.0,5,3.0,1.0,7.0,3.0,96.0,3.0
420,1881.0,1392.0,681.0,15.0,150000000.0,8.0,3.0,1.0,1.0,118.0,2.0,2.0,4.0,3.0,10.0,2.0,3530.0,1.0,3.0,37.0,9.0,1999.0,2.0,5,4.0,1.0,1.0,2.0,96.0,5.0
421,667.0,1164.0,461.0,15.0,70000000.0,8.0,3.0,1.0,1.0,814.0,7.0,7.0,1.0,12.0,22.0,1.0,3531.0,3.0,1.0,37.0,9.0,2007.0,1.0,5,4.0,1.0,3.0,3.0,96.0,1.0
422,1719.0,768.0,1939.0,15.0,154596512.0,8.0,3.0,1.0,2.0,793.0,7.0,5.0,9.764581680297852,11.498714447021484,16.269649505615234,1.0,3532.0,1.0,2.0,28.0,24.0,2008.0,1.0,1,3.0,1.0,1.0,3.0,96.0,2.0
423,1382.0,57.0,1109.0,15.0,60000000.0,8.0,3.0,2.0,1.0,590.0,7.0,2.0,1.0,14.0,19.0,1.0,13.0,2.0,1.0,37.0,9.0,2010.0,1.0,5,3.0,1.0,3.0,3.0,96.0,3.0
424,790.0,1128.0,787.0,15.0,20000000.0,8.0,3.0,3.0,1.0,456.0,2.0,2.0,3.0,7.0,15.0,1.933875322341919,3533.0,3.0,1.0,37.0,9.0,2006.0,1.0,5,2.0,1.0,3.0,2.0,96.0,1.0
425,1713.0,279.0,489.0,15.0,30000000.0,8.0,3.0,2.0,1.0,322.0,2.0,7.0,7.0,22.0,13.900593757629395,1.0,3534.0,1.0,1.0,7.0,9.0,2008.0,1.0,3,1.0,1.0,1.0,3.0,96.0,5.0
426,1161.0,286.0,434.0,276.2737731933594,1000000.0,3.0,5.0,2.0,1.6158132553100586,314.0,3.0,3.0,8.0,14.0,17.0,1.5817663669586182,3528.0,1.0,1.0,2.0,9.0,2004.0,1.0,3,3.0,1.0,1.0,4.0,99.0,2.0
427,1103.0,1659.0,698.0,25.0,35000000.0,3.0,5.0,1.0,1.0,145.0,7.0,4.0,8.0,10.0,17.0,1.0,3535.0,1.0,1.0,37.0,9.0,1997.0,1.0,4,3.0,2.0,1.0,2.0,43.0,5.0
428,106.0,1585.0,1735.0,15.0,19000000.0,8.0,3.0,1.0,1.0,429.0,2.0,2.0,7.0,14.564105033874512,12.44605827331543,2.0,3536.0,3.0,1.0,37.0,9.0,2000.0,1.0,4,3.0,1.0,3.0,3.0,96.0,1.0
429,1735.0,1273.0,106.0,15.0,45000000.0,8.0,3.0,2.0,1.0,429.0,2.0,2.0,7.0,4.566338062286377,5.879334926605225,2.0,3537.0,1.0,2.0,37.0,9.0,2001.0,1.0,4,2.0,1.0,1.0,2.0,96.0,3.0
430,106.0,1752.0,1585.0,15.0,48000000.0,8.0,3.0,2.0,1.0,182.0,2.0,2.0,7.0,14.675439834594727,13.926407814025879,1.0,3538.0,1.0,2.0,37.0,9.0,2003.0,1.0,3,2.0,1.0,1.0,2.0,96.0,3.0
431,106.0,1585.0,401.0,15.0,45000000.0,8.0,3.0,2.0,1.0,182.0,2.0,2.0,7.0,12.365213394165039,11.941396713256836,1.0,3539.0,1.0,3.0,37.0,9.0,2006.0,1.0,5,2.0,1.0,1.0,3.0,96.0,2.0
432,969.0,357.0,1396.0,15.0,70000000.0,8.0,3.0,1.0,1.0,763.0,7.0,7.0,12.0,17.0,21.0,1.0,3507.0,1.0,1.0,37.0,9.0,1999.0,1.0,4,4.0,1.0,7.0,2.526405096054077,96.0,1.0
433,583.0,1958.0,380.0,15.0,20000000.0,8.0,3.0,2.0,1.0,522.0,7.0,2.0,1.0,14.0,21.0,1.0,3540.0,2.0,2.0,2.0,9.0,2009.0,1.0,4,2.0,1.0,3.0,3.0,96.0,5.0
434,1866.0,1849.0,932.0,30.0,200000000.0,10.0,3.0,1.0,1.0,453.0,2.0,2.0,4.0,3.0,7.0,1.0,178.0,1.0,2.0,37.0,9.0,2010.0,1.0,4,3.0,1.0,1.0,3.0,15.0,2.0
435,1735.0,1273.0,258.0,15.0,37000000.0,8.0,3.0,3.0,1.0,429.0,2.0,2.0,8.0,7.0,12.406079292297363,2.0,3541.0,1.0,1.0,37.0,9.0,2004.0,1.0,5,3.0,1.0,7.0,3.0,96.0,2.0
436,720.0,1005.0,1342.0,15.0,22000.0,8.0,3.0,2.0,1.0,155.0,7.0,7.0,14.0,17.0,15.172237396240234,1.0,3542.0,1.0,2.0,37.0,9.0,1999.0,1.0,3,2.0,1.0,1.0,2.0,96.0,1.0
437,437.0,1795.0,1374.0,15.0,20000000.0,8.0,3.0,2.0,1.0,666.0,2.0,2.0,1.0,3.0,8.0,1.0,66.0,2.0,1.0,37.0,9.0,2010.0,1.0,3,2.0,1.0,3.0,3.0,96.0,1.0
438,1456.0,1436.0,799.0,790.2546997070312,150000000.0,3.0,5.0,3.0,2.0,471.0,4.0,4.0,1.0,3.0,11.0,1.0,3543.0,2.0,1.0,37.0,9.0,2010.0,1.0,5,2.0,1.0,7.0,3.0,100.0,1.0
439,1680.0,1994.0,1776.0,448.54754638671875,240000000.0,3.0,5.0,3.0,2.0,307.0,1.0,2.0,1.0,3.0,12.0,1.0,212.0,1.0,1.0,37.0,9.0,2009.0,1.0,5,3.0,1.0,1.0,1.0,100.0,1.0
440,1121.0,1629.0,1820.0,238.98397827148438,50000000.0,3.0,5.0,3.0,1.4797022342681885,129.0,7.0,7.0,10.0,12.0,18.0,1.0,194.0,2.0,2.0,37.0,9.0,2009.0,1.5960454940795898,3,2.0,1.0,3.0,3.0,100.0,2.0
441,1174.0,1441.0,306.0,158.2809600830078,152902672.0,3.0,5.0,2.0,1.9405665397644043,648.0,2.0,2.0,7.0,1.0,14.099970817565918,1.299495816230774,2360.0,1.0,1.0,37.0,9.0,1996.0,1.0,5,3.0,1.0,7.0,3.0,100.0,5.0
442,184.0,821.0,355.0,526.3580932617188,85000000.0,3.0,5.0,2.0208466053009033,1.3883105516433716,93.0,7.0,7.0,1.0,7.0,11.0,1.2515853643417358,3544.0,1.4325554370880127,2.0,37.0,9.0,2010.0,1.6704559326171875,2,1.4948532581329346,1.0,2.0,3.0,100.0,3.5674889087677
443,1344.0,1284.0,550.0,30.0,90000000.0,10.0,3.0,1.0,1.0,201.0,7.0,7.0,1.0,3.0,7.0,1.0,3545.0,1.0,2.0,37.0,9.0,2010.0,1.0,2,3.0,1.0,2.0,3.0,15.0,5.0
444,1008.0,1439.0,1593.0,30.0,79000000.0,10.0,3.0,1.0,2.0,52.0,1.0,1.0,10.0,18.0,22.0,1.0,3546.0,1.0,2.0,37.0,9.0,2003.0,1.0,4,3.0,1.0,2.0,2.0,15.0,5.0
445,30.0,548.0,49.0,28.0,94000000.0,20.0,2.0,1.0,1.0,41.0,1.0,2.0,4.0,3.0,7.0,2.0,3547.0,1.0,2.0,37.0,9.0,2003.0,1.0,5,3.0,2.0,1.0,1.0,55.0,5.0
446,1576.0,956.0,472.0,28.0,59000000.0,20.0,2.0,1.0,1.0,128.0,2.0,2.0,4.0,3.0,7.0,2.0,3548.0,1.0,2.0,37.0,9.0,2002.0,1.0,5,3.0,2.0,2.0,1.0,55.0,1.0
447,1576.0,956.0,472.0,28.0,80000000.0,20.0,2.0,1.0,1.0,112.0,2.0,2.0,4.0,1.0,3.0,1.0,3549.0,1.0,2.0,37.0,9.0,2006.0,1.0,5,3.0,2.0,2.0,1.0,55.0,5.0
448,1121.0,1629.0,1820.0,159.22996520996094,68000000.0,3.0,5.0,3.0,1.6111562252044678,178.0,7.0,7.0,10.0,12.0,18.0,1.5771093368530273,79.0,2.0,2.0,37.0,9.0,2010.0,1.5266139507293701,3,2.0,1.0,3.0,3.0,100.0,5.0
449,98.0,1181.0,328.0,28.0,110000000.0,20.0,2.0,2.0,1.0,618.0,7.0,5.0,1.0,17.0,21.0,1.0,16.0,1.0,1.0,37.0,9.0,2010.0,1.0,3,3.0,1.0,2.0,4.0,61.0,1.0
450,1439.0,1715.0,295.0,30.0,80000000.0,10.0,3.0,2.0,2.0,747.0,1.0,1.0,10.0,17.0,21.0,1.0,3550.0,1.0,2.0,36.0,9.0,2005.0,1.0,3,3.0,1.0,2.0,3.0,15.0,1.0
451,1953.0,1267.0,589.0,28.0,100000000.0,20.0,2.0,2.0,1.0,9.0,2.0,2.0,1.0,7.0,8.0,1.0,68.0,1.0,1.0,37.0,9.0,2010.0,1.0,5,3.0,2.0,2.0,3.0,56.0,1.0
452,1604.0,497.0,583.0,28.0,17000000.0,20.0,2.0,2.0,1.0,53.0,7.0,4.0,1.0,8.0,10.0,1.0,247.0,1.0,2.0,37.0,9.0,2009.0,1.0,3,3.0,2.0,2.0,3.0,56.0,1.0
453,40.0,1408.0,200.0,28.0,9718105.0,10.0,3.0,2.0,2.0,57.0,7.0,1.0,10.0,10.949134826660156,11.788917541503906,1.0,3551.0,1.0,1.0,9.0,5.0,2008.0,1.0,3,3.0,1.0,1.0,4.0,21.0,1.0
454,1576.0,1548.0,472.0,28.0,90000000.0,20.0,2.0,2.0,1.0,112.0,7.0,2.0,4.0,1.0,3.0,2.0,196.0,1.0,2.0,37.0,9.0,2009.0,1.0,5,3.0,2.0,1.0,1.0,55.0,1.0
455,476.0,645.0,1380.0,28.0,80000000.0,20.0,2.0,2.0,1.0,19.0,4.0,4.0,1.0,3.0,10.0,2.0,62.0,1.0,2.0,37.0,9.0,2010.0,1.0,5,3.0,2.0,2.0,1.0,55.0,1.0
456,1139.0,592.0,732.0,30.0,15000000.0,20.0,2.0,2.0,1.0,810.0,2.0,2.0,7.0,18.0,5.819356441497803,1.0,164.0,1.0,1.0,37.0,9.0,2009.0,1.0,5,3.0,2.0,1.0,2.0,31.0,1.0
457,1747.0,1980.0,326.0,30.0,151581328.0,20.0,2.0,2.0,1.0,48.0,1.0,2.0,7.0,18.0,10.0,1.0,3188.0,1.0,1.0,34.0,17.0,1994.0,1.0,5,3.0,2.0,1.0,2.0,31.0,1.0
458,172.0,344.0,455.0,28.0,78000000.0,20.0,2.0,1.0,1.0,209.0,2.0,2.0,4.0,3.0,7.0,2.0,3552.0,1.0,2.0,37.0,9.0,2005.0,1.0,4,3.0,2.0,1.0,1.0,55.0,1.0
459,1561.0,1118.0,211.0,28.0,154820976.0,20.0,2.0,1.0,1.0,156.0,2.0,4.0,7.0,10.0,12.130216598510742,1.0,3553.0,2.0,1.0,9.0,5.0,2010.0,1.0,4,3.0,1.0,2.0,3.0,89.0,2.0
460,391.0,1022.0,1302.0,28.0,7000000.0,20.0,2.0,2.0,1.0,772.0,2.0,1.0,10.0,7.506727695465088,10.536702156066895,1.0,3554.0,2.0,1.0,37.0,9.0,2009.0,1.0,4,3.0,1.0,2.0,3.0,89.0,1.0
461,437.0,1795.0,1374.0,28.0,20000000.0,20.0,2.0,1.0,1.0,666.0,2.0,5.0,1.0,3.0,8.0,1.0,66.0,2.0,2.0,37.0,9.0,2010.0,1.0,2,3.0,1.0,4.0,2.0,89.0,2.0
462,172.0,344.0,455.0,28.0,150000000.0,20.0,2.0,1.0,1.0,209.0,2.0,2.0,4.0,1.0,3.0,2.0,3555.0,1.0,2.0,37.0,9.0,2008.0,1.0,4,3.0,2.0,1.0,2.0,55.0,1.0
463,1377.0,526.0,263.0,28.0,60000000.0,20.0,2.0,1.0,1.0,37.0,2.0,2.0,4.0,3.0,7.0,2.0,3556.0,1.0,2.0,37.0,9.0,2001.0,1.0,5,3.0,2.0,1.0,2.0,55.0,1.0
464,265.0,670.0,679.0,30.0,10427626.0,20.0,2.0,1.0,2.0,620.0,6.0,6.0,10.0,7.422938823699951,10.484140396118164,1.0,3557.0,2.0,2.0,20.0,14.0,2009.0,1.0,2,3.0,2.0,4.0,3.0,31.0,1.0
465,974.9254150390625,1183.96337890625,1391.4664306640625,26.0,160566848.0,10.0,3.0,1.0,1.0,510.0,4.0,7.0,9.0,15.132462501525879,1.6885091066360474,1.0,3524.0,2.0,1.0,3.0,9.0,1999.0,1.0,3,2.0,2.0,2.0,3.0,28.0,1.0
466,219.0,572.0,1895.0,26.0,2000000.0,10.0,3.0,1.0,1.0,700.0,7.0,7.0,10.0,14.50393295288086,12.172607421875,1.0,3558.0,2.0,1.0,35.0,28.0,2010.0,1.0,4,2.0,2.0,5.0,2.0,28.0,2.0
467,1377.0,526.0,263.0,28.0,150000000.0,20.0,2.0,1.0,1.0,37.0,2.0,2.0,4.0,3.0,7.0,2.0,3559.0,1.0,2.0,37.0,9.0,2004.0,1.0,4,3.0,2.0,2.0,2.0,55.0,5.0
468,1377.0,526.0,263.0,28.0,160000000.0,20.0,2.0,1.0,1.0,122.0,2.0,2.0,4.0,3.0,7.0,2.0,3560.0,1.0,2.0,37.0,9.0,2007.0,1.0,5,3.0,2.0,2.0,2.0,55.0,5.0
469,1200.0,1484.0,772.0,26.0,76520800.0,10.0,3.0,1.0,1.0,55.0,2.0,2.0,10.0,5.834319114685059,11.705015182495117,1.0,3561.0,2.0,1.0,31.0,25.0,2010.0,1.0,5,3.0,2.0,5.0,3.0,28.0,5.0
470,1975.0,543.0,674.0,30.0,147742720.0,10.0,3.0,1.0,2.0,794.0,4.0,2.0,8.0,10.0,17.0,1.0,3562.0,1.0,3.0,37.0,9.0,1998.0,1.0,4,3.0,1.0,1.0,3.0,35.0,2.0
471,1103.0,951.0,796.0,28.0,30000000.0,20.0,2.0,1.0,1.0,139.0,7.0,4.0,8.0,10.0,17.0,1.0,3563.0,1.0,2.0,37.0,9.0,1997.0,1.0,4,3.0,2.0,1.0,3.0,55.0,2.0
472,32.0,1148.0,1710.0,26.0,158455760.0,21.0,2.0,1.0,1.0,710.0,2.0,7.0,8.0,17.0,21.0,1.0,3564.0,1.0,1.0,36.0,9.0,1974.0,1.0,4,3.0,2.0,2.0,3.0,50.0,2.0
473,1833.0,154.0,1738.0,26.0,281537472.0,21.0,2.0,2.0,1.0,65.0,2.0,2.0,9.0,7.0,13.807703971862793,2.0,38.0,1.0,1.0,36.0,9.0,2010.0,1.0,4,3.0,2.0,7.0,3.0,50.0,1.0
474,438.0,496.0,86.0,25.0,42000000.0,3.0,5.0,1.0,1.0,330.0,4.0,2.0,7.0,8.0,11.116328239440918,1.0,3565.0,1.0,2.0,13.0,10.0,2009.0,1.0,5,3.0,2.0,1.0,3.0,43.0,2.0
475,1481.0,780.0,138.0,26.0,181881408.0,10.0,3.0,1.0,1.0,693.0,5.0,6.0,10.0,22.0,11.443778991699219,1.0,3566.0,2.0,1.0,19.0,12.0,2009.0,1.0,4,3.0,2.0,5.0,3.0,28.0,5.0
476,1878.0,424.0,1069.0,26.0,148303616.0,10.0,3.0,1.0,2.0,754.0,4.0,2.0,7.0,20.375564575195312,8.71066665649414,1.0,3567.0,1.0,1.0,36.0,9.0,2000.0,1.0,5,3.0,2.0,1.0,2.0,33.0,2.0
477,1198.239501953125,1403.9134521484375,1358.786865234375,26.0,117731008.0,21.0,2.0,2.0,1.0,607.0,5.0,7.0,9.0,1.7273503541946411,11.902315139770508,1.0,3568.0,1.0,3.0,37.0,9.0,2007.0,1.0,3,3.0,2.0,1.0,4.0,50.0,2.0
478,1347.0,1062.0,432.0,26.0,50000000.0,21.0,2.0,1.0,1.0,158.0,2.0,4.0,7.0,21.0,13.812739372253418,1.0,3569.0,1.0,1.0,37.0,9.0,1989.0,1.0,4,3.0,2.0,1.0,3.0,50.0,5.0
479,1347.0,1062.0,432.0,28.0,50000000.0,20.0,2.0,1.0,1.0,158.0,7.0,7.0,7.0,21.0,11.789368629455566,1.0,3569.0,1.0,2.0,37.0,9.0,1989.0,1.0,3,3.0,2.0,2.0,2.0,55.0,2.0
480,1263.0,710.0,282.0,18.0,150976464.0,3.0,5.0,1.0,1.0,255.0,7.0,7.0,1.0,3.0,12.0,2.0,3098.0,1.0,1.0,37.0,9.0,1977.0,1.0,5,3.0,1.0,1.0,3.0,103.0,1.0
481,475.0,168.0,261.0,18.0,33000000.0,3.0,5.0,1.0,1.0,130.0,7.0,7.0,1.0,19.0,21.0,1.0,3570.0,1.0,1.0,14.0,9.0,2009.0,1.0,5,3.0,1.0,1.0,2.0,103.0,5.0
482,1233.0,835.0,644.0,18.0,10000000.0,3.0,5.0,1.0,1.0,560.0,7.0,7.0,1.0,3.0,5.770198822021484,1.0,54.0,1.0,1.0,11.0,9.0,2009.0,1.0,5,4.0,1.0,1.0,3.0,103.0,5.0
483,615.0,1875.0,795.0,26.0,159001008.0,10.0,3.0,1.0,1.0,701.0,2.0,2.0,7.0,23.0,6.631404876708984,1.0,3571.0,2.0,2.0,20.0,14.0,1972.0,1.0,5,3.0,1.0,3.0,3.0,37.0,5.0
484,1875.0,501.0,955.0,26.0,209680752.0,10.0,3.0,2.0,2.0,703.0,2.0,2.0,3.0,7.0,23.0,1.0,3572.0,2.0,2.0,20.0,14.0,1968.0,1.0,4,3.0,1.0,3.0,3.0,37.0,2.0
485,1042.2020263671875,1058.839599609375,1021.3904418945312,26.0,264514816.0,10.0,3.0,1.0,2.0,318.0,7.0,7.0,9.0,9.774776458740234,12.2660493850708,1.0,3573.0,2.0,2.0,28.0,24.0,2010.0,1.0,4,3.0,1.0,6.0,3.0,37.0,5.0
486,406.0,1892.0,1571.0,26.0,152841616.0,10.0,3.0,2.0,2.0,3.0,4.0,2.0,10.0,21.528772354125977,7.442156791687012,1.0,3574.0,2.0,2.0,37.0,9.0,2010.0,1.0,4,3.0,1.0,6.0,4.0,37.0,5.0
487,1031.0,1970.0,871.0,26.0,10000000.0,10.0,3.0,1.0,2.0,5.0,7.0,7.0,10.0,11.611357688903809,16.437122344970703,1.0,3575.0,2.0,2.0,13.0,10.0,2010.0,1.0,3,3.0,1.0,6.0,3.0,37.0,5.0
488,1686.0,763.0,1767.0,26.0,10183228.0,10.0,3.0,1.0,2.0,21.0,2.0,2.0,4.0,21.434886932373047,10.376025199890137,1.0,3576.0,2.0,2.0,27.0,23.0,2009.0,2.0,5,3.0,1.0,6.0,4.0,37.0,2.0
489,916.0,1182.0,1321.0,26.0,25000000.0,10.0,3.0,1.0,2.0,80.0,2.0,1.0,10.0,15.0,18.0,1.0,3577.0,2.0,2.0,37.0,9.0,2003.0,1.0,3,3.0,1.0,6.0,2.0,37.0,2.0
490,1498.0,1943.0,140.0,26.0,128240504.0,10.0,3.0,1.0,2.0,767.0,2.0,7.0,10.0,12.556596755981445,14.416526794433594,1.0,3578.0,2.0,2.0,20.0,14.0,2009.0,1.0,3,3.0,1.0,6.0,2.0,37.0,2.0
491,914.0,89.0,1040.0,26.0,50000000.0,10.0,3.0,1.0,1.0,165.0,4.0,4.0,6.0,10.0,13.0,1.0,3510.0,1.0,1.0,37.0,9.0,2010.0,1.0,3,3.0,1.0,2.0,4.0,37.0,2.0
492,251.0,1404.0,960.0,28.0,58000000.0,20.0,2.0,2.0,2.0,667.0,4.0,7.0,1.0,7.0,8.0,1.0,3579.0,1.0,2.0,37.0,9.0,2010.0,1.0,4,3.0,2.0,2.0,2.0,55.0,5.0
493,445.0,1103.0,1016.0,28.0,60000000.0,20.0,2.0,2.0,1.0,377.0,2.0,7.0,4.0,3.0,7.0,2.0,3580.0,1.0,2.0,37.0,9.0,1998.0,1.0,4,3.0,2.0,2.0,2.0,55.0,5.0
494,1985.0,1416.0,1532.0,25.0,2500000.0,3.0,5.0,2.0,1.0,813.0,2.0,2.0,7.0,10.0,18.0,2.0,3581.0,1.0,1.0,37.0,9.0,2004.0,1.0,5,3.0,2.0,1.0,2.0,43.0,2.0
495,1786.0,635.0,1146.0,28.0,86987672.0,10.0,3.0,2.0,2.0,264.0,7.0,7.0,10.0,7.0,14.490314483642578,1.0,3582.0,1.0,1.0,37.0,9.0,1994.0,1.0,3,3.0,1.0,1.0,2.0,21.0,2.0
496,844.0,807.0,1721.0,28.0,14000000.0,10.0,3.0,2.0,2.0,308.0,7.0,2.0,8.0,10.0,4.636458873748779,1.0,3583.0,1.0,1.0,37.0,9.0,2002.0,1.0,3,3.0,1.0,1.0,3.0,21.0,2.0
497,1088.0,1072.0,1894.0,28.0,19000000.0,10.0,3.0,2.0,1.0,139.0,2.0,7.0,10.0,13.0,22.0,1.0,3584.0,1.0,1.0,37.0,15.0,2006.0,1.0,4,3.0,1.0,1.0,4.0,21.0,2.0
498,1957.0,315.0,846.0,28.0,150000000.0,20.0,2.0,2.0,1.0,596.0,7.0,7.0,1.0,8.0,12.0,1.0,3585.0,1.0,1.0,37.0,9.0,2008.0,2.0,3,3.0,1.0,2.0,3.0,61.0,5.0
499,1344.0,1284.0,550.0,27.0,90000000.0,20.0,2.0,2.0,2.0,201.0,2.0,2.0,1.0,3.0,7.0,1.0,3545.0,1.0,1.0,37.0,9.0,2010.0,1.0,4,3.0,1.0,2.0,2.0,54.0,5.0
500,1344.0,1284.0,550.0,26.0,90000000.0,21.0,2.0,2.0,1.0,201.0,4.0,2.0,1.0,3.0,7.0,1.0,3545.0,1.0,1.0,37.0,9.0,2010.0,1.0,4,3.0,2.0,2.0,2.0,50.0,5.0
501,914.0,89.0,1040.0,28.0,50000000.0,20.0,2.0,2.0,2.0,165.0,7.0,7.0,6.0,10.0,13.0,1.0,3510.0,3.0,3.0,37.0,9.0,2010.0,1.0,3,3.0,1.0,2.0,4.0,42.0,2.0
502,349.0,1818.0,561.0,30.0,20000000.0,10.0,3.0,2.0,1.0,444.0,4.0,2.0,1.0,10.0,19.0,1.0,3586.0,1.0,1.0,37.0,9.0,2002.0,1.0,5,3.0,1.0,1.0,2.0,35.0,2.0
503,1420.0,676.0,28.0,26.0,39000000.0,10.0,3.0,2.0,1.0,416.0,7.0,7.0,1.0,3.0,19.0,2.0,52.0,1.0,2.0,37.0,9.0,2005.0,1.0,5,3.0,1.0,1.0,2.0,24.0,2.0
504,786.0,1118.0,620.0,28.0,77025272.0,10.0,3.0,2.0,2.0,269.0,7.0,7.0,8.0,10.0,22.0,1.0,3587.0,1.0,2.0,9.0,5.0,2009.0,1.0,3,3.0,1.0,1.0,3.0,21.0,2.0
