,userid,itemid,Time,Location,Companion,rating
664,1059,17,1.0,1.0,1.0,1
665,1059,7,1.0,1.0,1.0,1
666,1059,49,1.0,1.0,1.0,1
667,1059,74,1.0,1.0,3.0,2
668,1059,58,1.0,1.0,3.0,1
669,1059,17,1.0,1.0,3.0,1
670,1059,7,1.0,1.0,3.0,2
671,1059,49,1.0,1.0,3.0,2
672,1061,63,1.0,1.0,1.0,4
673,1061,74,1.0,1.0,1.0,5
674,1061,18,1.0,1.0,1.0,3
675,1061,57,1.0,1.0,1.0,4
676,1061,55,1.0,1.0,1.0,5
677,1061,19,1.0,1.0,1.0,2
678,1061,39,1.0,1.0,1.0,2
679,1061,77,1.0,1.0,1.0,2
680,1061,63,2.0,1.0,1.0,5
681,1061,74,2.0,1.0,1.0,4
682,1061,18,2.0,1.0,1.0,3
683,1061,57,2.0,1.0,1.0,3
684,1061,55,2.0,1.0,1.0,5
685,1061,63,1.0,1.0,3.0,5
686,1061,74,1.0,1.0,3.0,5
687,1061,18,1.0,1.0,3.0,4
688,1061,57,1.0,1.0,3.0,3
689,1061,55,1.0,1.0,3.0,5
690,1061,63,2.0,1.0,3.0,5
691,1061,74,2.0,1.0,3.0,4
692,1061,18,2.0,1.0,3.0,4
693,1061,57,2.0,1.0,3.0,4
694,1061,55,2.0,1.0,3.0,5
695,1061,19,2.0,2.0,1.0,1
696,1061,39,2.0,2.0,1.0,1
697,1061,77,2.0,2.0,1.0,1
698,1061,19,1.0,1.0,1.0,1
699,1061,39,1.0,1.0,1.0,1
700,1061,77,1.0,1.0,1.0,1
701,1061,19,2.0,2.0,3.0,1
702,1061,39,2.0,2.0,3.0,1
703,1061,77,2.0,2.0,3.0,2
704,1001,18,1.0,1.0,1.0,4
705,1001,56,1.0,1.0,1.0,3
706,1001,39,1.0,1.0,1.0,5
707,1001,30,1.0,1.0,1.0,4
708,1001,4,1.0,1.0,1.0,5
709,1001,15,1.0,1.0,1.0,4
710,1001,0,1.0,1.0,1.0,5
711,1001,10,1.0,1.0,1.0,4
712,1001,52,1.0,1.0,1.0,2
713,1001,27,1.0,1.0,1.0,1
714,1001,33,1.0,1.0,1.0,3
715,1001,64,1.0,1.0,1.0,1
716,1001,7,1.0,1.0,1.0,1
717,1001,18,2.0,1.0,3.0,4
718,1001,56,2.0,1.0,3.0,4
719,1001,39,2.0,1.0,3.0,2
720,1001,30,2.0,1.0,3.0,2
721,1001,4,2.0,1.0,3.0,2
722,1001,15,2.0,1.0,3.0,2
723,1001,0,2.0,1.0,3.0,3
724,1001,10,2.0,1.0,3.0,2
725,1001,18,2.0,1.0,3.0,4
726,1001,56,2.0,1.0,3.0,4
727,1001,39,2.0,1.0,3.0,5
728,1001,30,2.0,1.0,3.0,4
729,1001,4,2.0,1.0,3.0,3
730,1001,15,2.0,1.0,3.0,3
731,1001,0,2.0,1.0,3.0,4
732,1001,10,2.0,1.0,3.0,3
733,1001,52,2.0,2.0,1.0,1
734,1001,27,2.0,2.0,1.0,1
735,1001,33,2.0,2.0,1.0,1
736,1001,64,2.0,2.0,1.0,1
737,1001,7,2.0,2.0,1.0,1
738,1001,52,2.0,1.0,1.0,1
739,1001,27,2.0,1.0,1.0,1
740,1001,33,2.0,1.0,1.0,1
741,1001,64,2.0,1.0,1.0,1
742,1001,7,2.0,1.0,1.0,1
743,1027,14,1.0,1.0,1.0,5
744,1027,8,1.0,1.0,1.0,4
745,1027,76,1.0,1.0,1.0,4
746,1027,15,1.0,1.0,1.0,5
747,1027,10,1.0,1.0,1.0,5
748,1027,35,1.0,1.0,1.0,1
749,1027,52,1.0,1.0,1.0,1
750,1027,7,1.0,1.0,1.0,1
751,1027,14,1.0,1.0,3.0,5
752,1027,8,1.0,1.0,3.0,5
753,1027,76,1.0,1.0,3.0,4
754,1027,15,1.0,1.0,3.0,5
755,1027,10,1.0,1.0,3.0,5
756,1027,14,2.0,1.0,3.0,5
757,1027,8,2.0,1.0,3.0,4
758,1027,76,2.0,1.0,3.0,4
759,1027,15,2.0,1.0,3.0,5
760,1027,10,2.0,1.0,3.0,5
761,1027,14,2.0,2.0,3.0,5
762,1027,8,2.0,2.0,3.0,4
763,1027,76,2.0,2.0,3.0,4
764,1027,15,2.0,2.0,3.0,5
765,1027,10,2.0,2.0,3.0,5
766,1027,35,1.0,2.0,1.0,1
767,1027,52,1.0,2.0,1.0,1
768,1027,7,1.0,2.0,1.0,1
769,1027,35,2.0,2.0,3.0,1
770,1027,52,2.0,2.0,3.0,1
771,1027,7,2.0,2.0,3.0,1
772,1027,35,1.0,1.0,3.0,1
773,1027,52,1.0,1.0,3.0,1
774,1027,7,1.0,1.0,3.0,1
775,1064,63,1.0,1.0,1.0,4
776,1064,74,1.0,1.0,1.0,5
777,1064,53,1.0,1.0,1.0,3
778,1064,78,1.0,1.0,1.0,4
779,1064,49,1.0,1.0,1.0,4
780,1064,71,1.0,1.0,1.0,3
781,1064,64,1.0,1.0,1.0,2
782,1064,50,1.0,1.0,1.0,3
783,1064,63,2.0,2.0,1.0,4
784,1064,74,2.0,2.0,1.0,4
785,1064,53,2.0,2.0,1.0,3
786,1064,78,2.0,2.0,1.0,4
787,1064,49,2.0,2.0,1.0,3
788,1064,63,2.0,1.0,1.0,4
789,1064,74,2.0,1.0,1.0,5
790,1064,53,2.0,1.0,1.0,4
791,1064,78,2.0,1.0,1.0,4
792,1064,49,2.0,1.0,1.0,4
793,1064,63,1.0,1.0,3.0,4
794,1064,74,1.0,1.0,3.0,4
795,1064,53,1.0,1.0,3.0,3
796,1064,78,1.0,1.0,3.0,4
797,1064,49,1.0,1.0,3.0,4
798,1064,71,1.0,2.0,3.0,2
799,1064,64,1.0,2.0,3.0,2
800,1064,50,1.0,2.0,3.0,2
801,1064,71,2.0,1.0,3.0,2
802,1064,64,2.0,1.0,3.0,3
803,1064,50,2.0,1.0,3.0,3
804,1064,71,2.0,1.0,3.0,2
805,1064,64,2.0,1.0,3.0,3
806,1064,50,2.0,1.0,3.0,3
807,1038,18,1.0,1.0,1.0,4
808,1038,56,1.0,1.0,1.0,4
809,1038,76,1.0,1.0,1.0,3
810,1038,25,1.0,1.0,1.0,3
811,1038,55,1.0,1.0,1.0,5
812,1038,68,1.0,1.0,1.0,2
813,1038,59,1.0,1.0,1.0,2
814,1038,64,1.0,1.0,1.0,2
815,1038,75,1.0,1.0,1.0,1
816,1038,53,1.0,1.0,1.0,1
817,1038,49,1.0,1.0,1.0,1
818,1038,18,2.0,2.0,1.0,3
819,1038,56,2.0,2.0,1.0,1
820,1038,76,2.0,2.0,1.0,2
821,1038,25,2.0,2.0,1.0,1
822,1038,55,2.0,2.0,1.0,4
823,1038,18,1.0,2.0,3.0,5
824,1038,56,1.0,2.0,3.0,5
825,1038,76,1.0,2.0,3.0,4
826,1038,25,1.0,2.0,3.0,4
827,1038,55,1.0,2.0,3.0,5
828,1038,18,1.0,2.0,3.0,4
829,1038,56,1.0,2.0,3.0,4
830,1038,76,1.0,2.0,3.0,4
831,1038,25,1.0,2.0,3.0,4
832,1038,55,1.0,2.0,3.0,5
833,1038,68,1.0,2.0,3.0,2
834,1038,59,1.0,2.0,3.0,2
835,1038,64,1.0,2.0,3.0,2
836,1038,75,1.0,2.0,3.0,3
837,1038,53,1.0,2.0,3.0,3
838,1038,49,1.0,2.0,3.0,1
839,1038,68,2.0,2.0,3.0,2
840,1038,59,2.0,2.0,3.0,2
841,1038,64,2.0,2.0,3.0,1
842,1038,75,2.0,2.0,3.0,3
843,1038,53,2.0,2.0,3.0,3
844,1038,49,2.0,2.0,3.0,1
845,1038,68,1.0,1.0,3.0,1
846,1038,59,1.0,1.0,3.0,1
847,1038,64,1.0,1.0,3.0,1
848,1038,75,1.0,1.0,3.0,1
849,1038,53,1.0,1.0,3.0,1
850,1038,49,1.0,1.0,3.0,1
851,1084,26,1.0,1.0,1.0,3
852,1084,41,1.0,1.0,1.0,4
853,1084,52,1.0,1.0,1.0,4
854,1084,68,1.0,1.0,1.0,3
855,1084,6,1.0,1.0,1.0,5
856,1084,21,1.0,1.0,1.0,3
857,1084,10,1.0,1.0,1.0,3
858,1084,16,1.0,1.0,1.0,2
859,1084,23,1.0,1.0,1.0,2
860,1084,49,1.0,1.0,1.0,1
861,1084,26,2.0,1.0,1.0,4
862,1084,41,2.0,1.0,1.0,3
863,1084,52,2.0,1.0,1.0,3
864,1084,68,2.0,1.0,1.0,2
865,1084,6,2.0,1.0,1.0,4
866,1084,21,2.0,1.0,1.0,4
867,1084,10,2.0,1.0,1.0,4
868,1084,26,1.0,1.0,3.0,4
869,1084,41,1.0,1.0,3.0,4
870,1084,52,1.0,1.0,3.0,3
871,1084,68,1.0,1.0,3.0,3
872,1084,6,1.0,1.0,3.0,3
873,1084,21,1.0,1.0,3.0,3
874,1084,10,1.0,1.0,3.0,4
875,1084,26,2.0,1.0,3.0,4
876,1084,41,2.0,1.0,3.0,4
877,1084,52,2.0,1.0,3.0,3
878,1084,68,2.0,1.0,3.0,3
879,1084,6,2.0,1.0,3.0,3
880,1084,21,2.0,1.0,3.0,3
881,1084,10,2.0,1.0,3.0,4
882,1084,16,1.0,2.0,1.0,1
883,1084,23,1.0,2.0,1.0,1
884,1084,49,1.0,2.0,1.0,1
885,1084,16,2.0,2.0,1.0,1
886,1084,23,2.0,2.0,1.0,1
887,1084,49,2.0,2.0,1.0,1
888,1084,16,2.0,2.0,3.0,2
889,1084,23,2.0,2.0,3.0,2
890,1084,49,2.0,2.0,3.0,2
891,1114,74,1.0,1.0,1.0,4
892,1114,43,1.0,1.0,1.0,5
893,1114,17,1.0,1.0,1.0,4
894,1114,32,1.0,1.0,1.0,3
895,1114,55,1.0,1.0,1.0,5
896,1114,8,1.0,1.0,1.0,2
897,1114,19,1.0,1.0,1.0,2
898,1114,77,1.0,1.0,1.0,2
899,1114,74,1.0,2.0,1.0,3
900,1114,43,1.0,2.0,1.0,5
901,1114,17,1.0,2.0,1.0,3
902,1114,32,1.0,2.0,1.0,4
903,1114,55,1.0,2.0,1.0,5
904,1114,74,2.0,2.0,3.0,4
905,1114,43,2.0,2.0,3.0,5
906,1114,17,2.0,2.0,3.0,4
907,1114,32,2.0,2.0,3.0,4
908,1114,55,2.0,2.0,3.0,4
909,1114,74,1.0,1.0,3.0,4
910,1114,43,1.0,1.0,3.0,5
911,1114,17,1.0,1.0,3.0,5
912,1114,32,1.0,1.0,3.0,3
913,1114,55,1.0,1.0,3.0,4
914,1114,8,2.0,2.0,1.0,2
915,1114,19,2.0,2.0,1.0,2
916,1114,77,2.0,2.0,1.0,3
917,1114,8,1.0,1.0,3.0,4
918,1114,19,1.0,1.0,3.0,4
919,1114,77,1.0,1.0,3.0,2
920,1114,8,2.0,2.0,3.0,2
921,1114,19,2.0,2.0,3.0,3
922,1114,77,2.0,2.0,3.0,3
923,1065,51,1.0,1.0,1.0,5
924,1065,38,1.0,1.0,1.0,5
925,1065,63,1.0,1.0,1.0,5
926,1065,41,1.0,1.0,1.0,5
927,1065,40,1.0,1.0,1.0,4
928,1065,10,1.0,1.0,1.0,4
929,1065,18,1.0,1.0,1.0,1
930,1065,69,1.0,1.0,1.0,1
931,1065,30,1.0,1.0,1.0,1
932,1065,51,2.0,1.0,1.0,5
933,1065,38,2.0,1.0,1.0,5
934,1065,63,2.0,1.0,1.0,5
935,1065,41,2.0,1.0,1.0,5
936,1065,40,2.0,1.0,1.0,5
937,1065,10,2.0,1.0,1.0,5
938,1065,51,1.0,1.0,3.0,3
939,1065,38,1.0,1.0,3.0,3
940,1065,63,1.0,1.0,3.0,3
941,1065,41,1.0,1.0,3.0,3
942,1065,40,1.0,1.0,3.0,4
943,1065,10,1.0,1.0,3.0,4
944,1065,51,2.0,1.0,3.0,5
945,1065,38,2.0,1.0,3.0,5
946,1065,63,2.0,1.0,3.0,5
947,1065,41,2.0,1.0,3.0,5
948,1065,40,2.0,1.0,3.0,3
949,1065,10,2.0,1.0,3.0,3
950,1065,18,1.0,1.0,1.0,1
951,1065,69,1.0,1.0,1.0,1
952,1065,30,1.0,1.0,1.0,1
953,1065,18,2.0,1.0,3.0,1
954,1065,69,2.0,1.0,3.0,1
955,1065,30,2.0,1.0,3.0,1
956,1065,18,2.0,2.0,3.0,1
957,1065,69,2.0,2.0,3.0,1
958,1065,30,2.0,2.0,3.0,1
959,1075,14,1.0,1.0,1.0,4
960,1075,56,1.0,1.0,1.0,4
961,1075,52,1.0,1.0,1.0,4
962,1075,31,1.0,1.0,1.0,4
963,1075,7,1.0,1.0,1.0,4
964,1075,55,1.0,1.0,1.0,5
965,1075,73,1.0,1.0,1.0,2
966,1075,34,1.0,1.0,1.0,2
967,1075,6,1.0,1.0,1.0,1
968,1075,14,1.0,2.0,1.0,4
969,1075,56,1.0,2.0,1.0,4
970,1075,52,1.0,2.0,1.0,4
971,1075,31,1.0,2.0,1.0,4
972,1075,7,1.0,2.0,1.0,4
973,1075,55,1.0,2.0,1.0,5
974,1075,14,2.0,2.0,1.0,4
975,1075,56,2.0,2.0,1.0,4
976,1075,52,2.0,2.0,1.0,3
977,1075,31,2.0,2.0,1.0,4
978,1075,7,2.0,2.0,1.0,4
979,1075,55,2.0,2.0,1.0,5
980,1075,14,1.0,2.0,3.0,4
981,1075,56,1.0,2.0,3.0,4
982,1075,52,1.0,2.0,3.0,3
983,1075,31,1.0,2.0,3.0,5
984,1075,7,1.0,2.0,3.0,5
985,1075,55,1.0,2.0,3.0,5
986,1075,73,2.0,1.0,1.0,3
987,1075,34,2.0,1.0,1.0,3
988,1075,6,2.0,1.0,1.0,1
989,1075,73,1.0,2.0,3.0,1
990,1075,34,1.0,2.0,3.0,3
991,1075,6,1.0,2.0,3.0,1
992,1075,73,2.0,2.0,3.0,1
993,1075,34,2.0,2.0,3.0,1
994,1075,6,2.0,2.0,3.0,1
995,1035,63,1.0,1.0,1.0,4
996,1035,6,1.0,1.0,1.0,3
997,1035,4,1.0,1.0,1.0,5
998,1035,13,1.0,1.0,1.0,3
999,1035,55,1.0,1.0,1.0,5
1000,1035,10,1.0,1.0,1.0,4
1001,1035,73,1.0,1.0,1.0,1
1002,1035,7,1.0,1.0,1.0,1
1003,1035,72,1.0,1.0,1.0,1
1004,1035,63,1.0,1.0,1.0,5
1005,1035,6,1.0,1.0,1.0,4
1006,1035,4,1.0,1.0,1.0,5
1007,1035,13,1.0,1.0,1.0,3
1008,1035,55,1.0,1.0,1.0,5
1009,1035,10,1.0,1.0,1.0,5
1010,1035,63,1.0,1.0,3.0,5
1011,1035,6,1.0,1.0,3.0,3
1012,1035,4,1.0,1.0,3.0,5
1013,1035,13,1.0,1.0,3.0,3
1014,1035,55,1.0,1.0,3.0,5
1015,1035,10,1.0,1.0,3.0,5
1016,1035,63,1.0,2.0,3.0,4
1017,1035,6,1.0,2.0,3.0,4
1018,1035,4,1.0,2.0,3.0,4
1019,1035,13,1.0,2.0,3.0,3
1020,1035,55,1.0,2.0,3.0,4
1021,1035,10,1.0,2.0,3.0,4
1022,1035,73,2.0,1.0,3.0,2
1023,1035,7,2.0,1.0,3.0,2
1024,1035,72,2.0,1.0,3.0,2
1025,1035,73,1.0,1.0,3.0,2
1026,1035,7,1.0,1.0,3.0,2
1027,1035,72,1.0,1.0,3.0,2
1028,1035,73,2.0,1.0,3.0,2
1029,1035,7,2.0,1.0,3.0,2
1030,1035,72,2.0,1.0,3.0,2
1031,1002,74,1.0,1.0,1.0,2
1032,1002,18,1.0,1.0,1.0,3
1033,1002,30,1.0,1.0,1.0,5
1034,1002,6,1.0,1.0,1.0,4
1035,1002,1,1.0,1.0,1.0,5
1036,1002,7,1.0,1.0,1.0,3
1037,1002,0,1.0,1.0,1.0,4
1038,1002,10,1.0,1.0,1.0,3
1039,1002,68,1.0,1.0,1.0,2
1040,1002,31,1.0,1.0,1.0,3
1041,1002,45,1.0,1.0,1.0,1
1042,1002,28,1.0,1.0,1.0,3
1043,1002,74,1.0,2.0,3.0,3
1044,1002,18,1.0,2.0,3.0,5
1045,1002,30,1.0,2.0,3.0,3
1046,1002,6,1.0,2.0,3.0,3
1047,1002,1,1.0,2.0,3.0,4
1048,1002,7,1.0,2.0,3.0,4
1049,1002,0,1.0,2.0,3.0,5
1050,1002,10,1.0,2.0,3.0,4
1051,1002,74,2.0,2.0,3.0,3
1052,1002,18,2.0,2.0,3.0,4
1053,1002,30,2.0,2.0,3.0,4
1054,1002,6,2.0,2.0,3.0,3
1055,1002,1,2.0,2.0,3.0,5
1056,1002,7,2.0,2.0,3.0,5
1057,1002,0,2.0,2.0,3.0,4
1058,1002,10,2.0,2.0,3.0,2
1059,1002,68,1.0,2.0,3.0,3
1060,1002,31,1.0,2.0,3.0,3
1061,1002,45,1.0,2.0,3.0,2
1062,1002,28,1.0,2.0,3.0,5
1063,1002,68,1.0,2.0,3.0,3
1064,1002,31,1.0,2.0,3.0,3
1065,1002,45,1.0,2.0,3.0,1
1066,1002,28,1.0,2.0,3.0,3
1067,1014,8,1.0,1.0,1.0,5
1068,1014,18,1.0,1.0,1.0,5
1069,1014,9,1.0,1.0,1.0,4
1070,1014,7,1.0,1.0,1.0,4
1071,1014,0,1.0,1.0,1.0,5
1072,1014,10,1.0,1.0,1.0,5
1073,1014,47,1.0,1.0,1.0,5
1074,1014,74,1.0,1.0,1.0,3
1075,1014,40,1.0,1.0,1.0,3
1076,1014,49,1.0,1.0,1.0,3
1077,1014,8,1.0,2.0,1.0,5
1078,1014,18,1.0,2.0,1.0,5
1079,1014,9,1.0,2.0,1.0,4
1080,1014,7,1.0,2.0,1.0,4
1081,1014,0,1.0,2.0,1.0,5
1082,1014,10,1.0,2.0,1.0,4
1083,1014,47,1.0,2.0,1.0,4
1084,1014,8,2.0,1.0,3.0,4
1085,1014,18,2.0,1.0,3.0,5
1086,1014,9,2.0,1.0,3.0,3
1087,1014,7,2.0,1.0,3.0,2
1088,1014,0,2.0,1.0,3.0,4
1089,1014,10,2.0,1.0,3.0,5
1090,1014,47,2.0,1.0,3.0,5
1091,1014,74,2.0,2.0,1.0,3
1092,1014,40,2.0,2.0,1.0,3
1093,1014,49,2.0,2.0,1.0,3
1094,1014,74,2.0,1.0,1.0,4
1095,1014,40,2.0,1.0,1.0,4
1096,1014,49,2.0,1.0,1.0,4
1097,1109,18,1.0,1.0,1.0,5
1098,1109,2,1.0,1.0,1.0,5
1099,1109,12,1.0,1.0,1.0,5
1100,1109,57,1.0,1.0,1.0,5
1101,1109,53,1.0,1.0,1.0,5
1102,1109,49,1.0,1.0,1.0,5
1103,1109,26,1.0,1.0,1.0,1
1104,1109,66,1.0,1.0,1.0,1
1105,1109,39,1.0,1.0,1.0,1
1106,1109,18,2.0,1.0,1.0,5
1107,1109,2,2.0,1.0,1.0,5
1108,1109,12,2.0,1.0,1.0,5
1109,1109,57,2.0,1.0,1.0,5
1110,1109,53,2.0,1.0,1.0,5
1111,1109,49,2.0,1.0,1.0,5
1112,1109,18,1.0,1.0,3.0,5
1113,1109,2,1.0,1.0,3.0,5
1114,1109,12,1.0,1.0,3.0,5
1115,1109,57,1.0,1.0,3.0,5
1116,1109,53,1.0,1.0,3.0,5
1117,1109,49,1.0,1.0,3.0,1
1118,1109,18,2.0,1.0,3.0,5
1119,1109,2,2.0,1.0,3.0,5
1120,1109,12,2.0,1.0,3.0,5
1121,1109,57,2.0,1.0,3.0,5
1122,1109,53,2.0,1.0,3.0,5
1123,1109,49,2.0,1.0,3.0,1
1124,1109,26,1.0,1.0,1.0,1
1125,1109,66,1.0,1.0,1.0,1
1126,1109,39,1.0,1.0,1.0,1
1127,1109,26,1.0,2.0,3.0,1
1128,1109,66,1.0,2.0,3.0,1
1129,1109,39,1.0,2.0,3.0,1
1130,1109,26,1.0,2.0,3.0,1
1131,1109,66,1.0,2.0,3.0,1
1132,1109,39,1.0,2.0,3.0,1
1133,1037,17,1.0,1.0,1.0,5
1134,1037,21,1.0,1.0,1.0,5
1135,1037,45,1.0,1.0,1.0,5
1136,1037,42,1.0,1.0,1.0,4
1137,1037,78,1.0,1.0,1.0,5
1138,1037,47,1.0,1.0,1.0,5
1139,1037,14,1.0,1.0,1.0,1
1140,1037,10,1.0,1.0,1.0,2
1141,1037,49,1.0,1.0,1.0,2
1142,1037,17,2.0,1.0,1.0,5
1143,1037,21,2.0,1.0,1.0,5
1144,1037,45,2.0,1.0,1.0,5
1145,1037,42,2.0,1.0,1.0,4
1146,1037,78,2.0,1.0,1.0,5
1147,1037,47,2.0,1.0,1.0,5
1148,1037,17,2.0,1.0,3.0,5
1149,1037,21,2.0,1.0,3.0,5
1150,1037,45,2.0,1.0,3.0,4
1151,1037,42,2.0,1.0,3.0,5
1152,1037,78,2.0,1.0,3.0,5
1153,1037,47,2.0,1.0,3.0,5
1154,1037,17,1.0,2.0,3.0,4
1155,1037,21,1.0,2.0,3.0,4
1156,1037,45,1.0,2.0,3.0,5
1157,1037,42,1.0,2.0,3.0,4
1158,1037,78,1.0,2.0,3.0,4
1159,1037,47,1.0,2.0,3.0,4
1160,1037,14,1.0,2.0,1.0,2
1161,1037,10,1.0,2.0,1.0,2
1162,1037,49,1.0,2.0,1.0,1
1163,1037,14,2.0,2.0,1.0,1
1164,1037,10,2.0,2.0,1.0,1
1165,1037,49,2.0,2.0,1.0,2
1166,1037,14,1.0,1.0,3.0,1
1167,1037,10,1.0,1.0,3.0,1
1168,1037,49,1.0,1.0,3.0,2
1169,1029,51,1.0,1.0,1.0,5
1170,1029,54,1.0,1.0,1.0,5
1171,1029,38,1.0,1.0,1.0,5
1172,1029,14,1.0,1.0,1.0,5
1173,1029,73,1.0,1.0,1.0,5
1174,1029,16,1.0,1.0,1.0,5
1175,1029,12,1.0,1.0,1.0,1
1176,1029,25,1.0,1.0,1.0,1
1177,1029,15,1.0,1.0,1.0,1
1178,1029,51,1.0,1.0,1.0,5
1179,1029,54,1.0,1.0,1.0,5
1180,1029,38,1.0,1.0,1.0,5
1181,1029,14,1.0,1.0,1.0,5
1182,1029,73,1.0,1.0,1.0,5
1183,1029,16,1.0,1.0,1.0,5
1184,1029,51,2.0,1.0,3.0,5
1185,1029,54,2.0,1.0,3.0,5
1186,1029,38,2.0,1.0,3.0,5
1187,1029,14,2.0,1.0,3.0,5
1188,1029,73,2.0,1.0,3.0,5
1189,1029,16,2.0,1.0,3.0,5
1190,1029,51,2.0,2.0,3.0,5
1191,1029,54,2.0,2.0,3.0,5
1192,1029,38,2.0,2.0,3.0,5
1193,1029,14,2.0,2.0,3.0,5
1194,1029,73,2.0,2.0,3.0,5
1195,1029,16,2.0,2.0,3.0,5
1196,1029,12,1.0,2.0,1.0,1
1197,1029,25,1.0,2.0,1.0,1
1198,1029,15,1.0,2.0,1.0,1
1199,1029,12,2.0,1.0,1.0,1
1200,1029,25,2.0,1.0,1.0,1
1201,1029,15,2.0,1.0,1.0,1
1202,1029,12,1.0,2.0,3.0,1
1203,1029,25,1.0,2.0,3.0,1
1204,1029,15,1.0,2.0,3.0,1
1205,1045,8,1.0,1.0,1.0,5
1206,1045,23,1.0,1.0,1.0,3
1207,1045,67,1.0,1.0,1.0,2
1208,1045,17,1.0,1.0,1.0,4
1209,1045,21,1.0,1.0,1.0,4
1210,1045,7,1.0,1.0,1.0,5
1211,1045,78,1.0,1.0,1.0,5
1212,1045,10,1.0,1.0,1.0,4
1213,1045,26,1.0,1.0,1.0,2
1214,1045,36,1.0,1.0,1.0,1
1215,1045,46,1.0,1.0,1.0,1
1216,1045,8,2.0,2.0,3.0,2
1217,1045,23,2.0,2.0,3.0,3
1218,1045,67,2.0,2.0,3.0,3
1219,1045,17,2.0,2.0,3.0,2
1220,1045,21,2.0,2.0,3.0,3
1221,1045,7,2.0,2.0,3.0,4
1222,1045,78,2.0,2.0,3.0,5
1223,1045,10,2.0,2.0,3.0,1
1224,1045,8,1.0,1.0,3.0,3
1225,1045,23,1.0,1.0,3.0,4
1226,1045,67,1.0,1.0,3.0,2
1227,1045,17,1.0,1.0,3.0,5
1228,1045,21,1.0,1.0,3.0,5
1229,1045,7,1.0,1.0,3.0,2
1230,1045,78,1.0,1.0,3.0,4
1231,1045,10,1.0,1.0,3.0,5
1232,1045,8,1.0,2.0,3.0,4
1233,1045,23,1.0,2.0,3.0,3
1234,1045,67,1.0,2.0,3.0,5
1235,1045,17,1.0,2.0,3.0,3
1236,1045,21,1.0,2.0,3.0,3
1237,1045,7,1.0,2.0,3.0,5
1238,1045,78,1.0,2.0,3.0,5
1239,1045,10,1.0,2.0,3.0,3
1240,1045,26,1.0,2.0,1.0,1
1241,1045,36,1.0,2.0,1.0,1
1242,1045,46,1.0,2.0,1.0,1
1243,1045,26,2.0,1.0,3.0,2
1244,1045,36,2.0,1.0,3.0,1
1245,1045,46,2.0,1.0,3.0,3
1246,1045,26,1.0,1.0,3.0,2
1247,1045,36,1.0,1.0,3.0,1
1248,1045,46,1.0,1.0,3.0,3
1249,1113,36,1.0,1.0,1.0,5
1250,1113,4,1.0,1.0,1.0,5
1251,1113,1,1.0,1.0,1.0,5
1252,1113,7,1.0,1.0,1.0,5
1253,1113,55,1.0,1.0,1.0,5
1254,1113,71,1.0,1.0,1.0,3
1255,1113,50,1.0,1.0,1.0,3
1256,1113,49,1.0,1.0,1.0,3
1257,1113,36,2.0,1.0,1.0,5
1258,1113,4,2.0,1.0,1.0,5
1259,1113,1,2.0,1.0,1.0,5
1260,1113,7,2.0,1.0,1.0,5
1261,1113,55,2.0,1.0,1.0,5
1262,1113,36,1.0,2.0,3.0,5
1263,1113,4,1.0,2.0,3.0,5
1264,1113,1,1.0,2.0,3.0,5
1265,1113,7,1.0,2.0,3.0,5
1266,1113,55,1.0,2.0,3.0,5
1267,1113,36,2.0,2.0,3.0,5
1268,1113,4,2.0,2.0,3.0,5
1269,1113,1,2.0,2.0,3.0,5
1270,1113,7,2.0,2.0,3.0,5
1271,1113,55,2.0,2.0,3.0,5
1272,1113,71,2.0,1.0,1.0,3
1273,1113,50,2.0,1.0,1.0,3
1274,1113,49,2.0,1.0,1.0,3
1275,1113,71,2.0,1.0,3.0,3
1276,1113,50,2.0,1.0,3.0,3
1277,1113,49,2.0,1.0,3.0,3
1278,1113,71,2.0,2.0,3.0,3
1279,1113,50,2.0,2.0,3.0,3
1280,1113,49,2.0,2.0,3.0,3
1281,1011,14,1.0,1.0,1.0,4
1282,1011,74,1.0,1.0,1.0,4
1283,1011,22,1.0,1.0,1.0,5
1284,1011,30,1.0,1.0,1.0,3
1285,1011,31,1.0,1.0,1.0,4
1286,1011,45,1.0,1.0,1.0,4
1287,1011,15,1.0,1.0,1.0,5
1288,1011,72,1.0,1.0,1.0,3
1289,1011,28,1.0,1.0,1.0,4
1290,1011,55,1.0,1.0,1.0,5
1291,1011,20,1.0,1.0,1.0,4
1292,1011,33,1.0,1.0,1.0,1
1293,1011,67,1.0,1.0,1.0,1
1294,1011,53,1.0,1.0,1.0,2
1295,1011,49,1.0,1.0,1.0,2
1296,1011,14,1.0,2.0,3.0,2
1297,1011,74,1.0,2.0,3.0,5
1298,1011,22,1.0,2.0,3.0,3
1299,1011,30,1.0,2.0,3.0,2
1300,1011,31,1.0,2.0,3.0,4
1301,1011,45,1.0,2.0,3.0,3
1302,1011,15,1.0,2.0,3.0,4
1303,1011,72,1.0,2.0,3.0,4
1304,1011,28,1.0,2.0,3.0,5
1305,1011,55,1.0,2.0,3.0,4
1306,1011,20,1.0,2.0,3.0,2
1307,1011,14,2.0,2.0,3.0,2
1308,1011,74,2.0,2.0,3.0,5
1309,1011,22,2.0,2.0,3.0,3
1310,1011,30,2.0,2.0,3.0,2
1311,1011,31,2.0,2.0,3.0,4
1312,1011,45,2.0,2.0,3.0,3
1313,1011,15,2.0,2.0,3.0,4
